phrase,site,timestamp,frequency
phrase_277,site_38,2008-10-13 16:56:51,79
phrase_486,site_133,2008-09-21 16:38:45,10
phrase_59,site_152,2008-09-10 01:14:43,81
phrase_432,site_24,2008-12-06 17:05:17,55
phrase_261,site_5,2008-11-29 01:48:38,32
phrase_87,site_179,2008-11-17 05:13:34,80
phrase_221,site_79,2008-09-11 15:58:37,33
phrase_71,site_14,2008-10-07 20:46:28,57
phrase_172,site_103,2008-12-12 12:16:15,27
phrase_455,site_137,2008-11-03 02:38:57,3
phrase_388,site_157,2008-12-04 18:57:09,17
phrase_271,site_133,2008-12-17 13:42:26,13
phrase_4,site_37,2008-10-01 05:12:04,49
phrase_297,site_37,2008-11-04 01:59:50,63
phrase_193,site_75,2008-11-07 03:43:14,27
phrase_404,site_4,2008-09-15 15:54:17,9
phrase_362,site_196,2008-09-18 21:38:13,89
phrase_56,site_36,2008-11-02 08:42:42,96
phrase_250,site_145,2008-11-08 12:26:46,69
phrase_74,site_117,2008-10-31 16:53:05,30
phrase_399,site_129,2008-09-18 10:37:01,1
phrase_494,site_17,2008-11-06 17:20:26,7
phrase_71,site_3,2008-11-24 06:16:06,14
phrase_312,site_133,2008-09-27 18:53:03,69
phrase_387,site_106,2008-12-03 06:00:39,35
phrase_293,site_67,2008-12-26 21:15:41,25
phrase_373,site_11,2008-12-30 00:50:24,82
phrase_344,site_47,2008-12-29 00:36:37,42
phrase_174,site_193,2008-11-04 05:52:06,90
phrase_374,site_106,2008-09-03 00:56:41,71
phrase_279,site_53,2008-10-30 03:51:19,15
phrase_264,site_157,2008-10-14 21:35:27,65
phrase_84,site_8,2008-10-22 02:25:07,51
phrase_458,site_39,2008-10-13 13:08:22,88
phrase_405,site_154,2008-11-14 06:16:54,64
phrase_449,site_118,2008-12-14 15:22:46,79
phrase_159,site_38,2008-12-03 15:28:23,1
phrase_148,site_161,2008-09-02 19:27:48,33
phrase_478,site_186,2008-11-28 18:24:36,83
phrase_372,site_65,2008-12-10 12:41:23,60
phrase_242,site_117,2008-09-01 04:32:10,93
phrase_48,site_147,2008-11-26 13:32:58,94
phrase_91,site_58,2008-10-17 20:38:28,53
phrase_77,site_149,2008-10-20 10:55:53,29
phrase_424,site_172,2008-10-21 05:27:12,16
phrase_492,site_43,2008-09-09 01:00:38,77
phrase_95,site_88,2008-10-11 15:01:45,96
phrase_475,site_118,2008-09-08 19:08:26,64
phrase_491,site_26,2008-09-16 17:50:43,76
phrase_273,site_92,2008-11-13 12:33:03,51
phrase_121,site_32,2008-10-20 16:48:56,43
phrase_279,site_8,2008-12-29 16:22:35,14
phrase_189,site_79,2008-09-10 05:33:50,60
phrase_65,site_64,2008-12-22 22:47:28,93
phrase_120,site_191,2008-12-23 21:37:09,59
phrase_52,site_48,2008-09-03 08:04:09,81
phrase_149,site_7,2008-09-21 12:33:08,100
phrase_152,site_82,2008-12-04 16:47:01,88
phrase_424,site_180,2008-10-29 19:42:57,54
phrase_482,site_126,2008-10-10 19:26:37,76
phrase_37,site_16,2008-10-08 04:46:45,57
phrase_29,site_86,2008-12-21 08:55:20,80
phrase_110,site_151,2008-10-19 19:28:43,89
phrase_55,site_15,2008-12-01 12:06:01,95
phrase_15,site_20,2008-11-24 04:04:36,52
phrase_175,site_180,2008-12-06 17:27:49,65
phrase_458,site_2,2008-11-05 18:25:47,13
phrase_286,site_166,2008-11-24 13:06:57,73
phrase_46,site_179,2008-12-29 09:46:52,22
phrase_31,site_132,2008-11-03 13:28:32,1
phrase_387,site_39,2008-12-15 11:50:23,97
phrase_457,site_90,2008-12-15 13:39:14,4
phrase_471,site_43,2008-09-17 20:43:26,49
phrase_239,site_87,2008-11-03 04:31:20,62
phrase_142,site_167,2008-11-09 22:50:15,40
phrase_299,site_101,2008-10-05 13:00:30,29
phrase_121,site_71,2008-12-08 03:25:02,40
phrase_148,site_25,2008-12-24 16:45:51,64
phrase_288,site_101,2008-10-26 21:49:50,2
phrase_425,site_26,2008-10-21 22:16:57,55
phrase_444,site_12,2008-10-23 09:50:02,29
phrase_286,site_12,2008-09-22 08:11:03,62
phrase_179,site_112,2008-10-08 18:11:03,63
phrase_106,site_59,2008-09-03 15:08:05,76
phrase_192,site_60,2008-09-13 08:40:12,41
phrase_265,site_67,2008-12-13 01:45:04,6
phrase_240,site_12,2008-10-04 09:24:19,11
phrase_194,site_68,2008-11-02 09:48:01,15
phrase_384,site_126,2008-09-01 19:55:02,12
phrase_156,site_144,2008-09-04 06:51:55,6
phrase_65,site_77,2008-09-15 18:45:00,71
phrase_106,site_168,2008-11-16 01:44:41,90
phrase_36,site_65,2008-09-25 07:50:02,4
phrase_470,site_112,2008-10-30 07:01:42,5
phrase_352,site_89,2008-11-02 23:16:13,17
phrase_364,site_146,2008-09-28 10:22:50,61
phrase_208,site_134,2008-10-19 17:27:57,93
phrase_297,site_147,2008-12-17 08:13:54,2
phrase_354,site_105,2008-11-06 12:17:58,39
phrase_75,site_139,2008-11-01 07:15:43,2
phrase_474,site_151,2008-11-13 01:56:43,90
phrase_424,site_52,2008-11-19 11:44:21,88
phrase_288,site_119,2008-11-13 04:13:31,23
phrase_276,site_92,2008-11-17 11:56:56,56
phrase_345,site_12,2008-12-01 19:06:58,65
phrase_59,site_72,2008-12-18 08:13:22,17
phrase_365,site_136,2008-11-14 22:24:53,48
phrase_98,site_44,2008-10-20 18:52:15,81
phrase_440,site_112,2008-12-09 19:27:25,58
phrase_77,site_56,2008-09-16 23:07:44,40
phrase_236,site_151,2008-11-02 12:12:39,38
phrase_272,site_138,2008-12-28 06:28:09,2
phrase_481,site_72,2008-12-21 23:52:34,54
phrase_99,site_20,2008-09-26 19:00:05,20
phrase_490,site_189,2008-11-18 11:57:14,78
phrase_491,site_105,2008-10-12 23:52:41,38
phrase_356,site_190,2008-10-13 11:48:07,82
phrase_52,site_68,2008-12-14 04:27:44,15
phrase_495,site_21,2008-10-16 01:08:13,6
phrase_254,site_6,2008-10-07 07:55:45,37
phrase_335,site_176,2008-11-16 11:05:05,90
phrase_112,site_11,2008-10-14 09:52:59,61
phrase_272,site_21,2008-12-12 08:24:25,86
phrase_174,site_194,2008-11-27 16:03:34,29
phrase_307,site_78,2008-10-29 13:33:24,62
phrase_387,site_102,2008-12-21 19:06:52,61
phrase_292,site_186,2008-12-13 15:14:50,8
phrase_472,site_95,2008-12-12 16:19:37,31
phrase_21,site_153,2008-10-14 09:12:00,81
phrase_274,site_23,2008-11-05 12:32:36,86
phrase_150,site_146,2008-10-09 01:13:36,11
phrase_62,site_35,2008-10-02 18:57:13,68
phrase_326,site_197,2008-09-24 23:09:27,31
phrase_57,site_144,2008-11-17 10:35:00,45
phrase_99,site_160,2008-11-11 15:02:25,83
phrase_468,site_134,2008-11-28 14:37:40,27
phrase_436,site_43,2008-09-01 00:27:18,25
phrase_29,site_130,2008-09-14 18:37:04,37
phrase_96,site_12,2008-12-26 11:26:45,37
phrase_211,site_200,2008-12-18 10:40:06,27
phrase_15,site_180,2008-10-20 03:02:44,47
phrase_356,site_113,2008-09-26 09:23:19,100
phrase_50,site_82,2008-09-14 07:18:11,34
phrase_136,site_74,2008-11-28 16:07:35,23
phrase_109,site_175,2008-11-12 03:14:10,62
phrase_324,site_32,2008-12-18 14:17:24,83
phrase_251,site_94,2008-12-12 02:57:22,38
phrase_353,site_92,2008-12-21 23:31:14,37
phrase_338,site_99,2008-12-12 05:45:19,92
phrase_49,site_62,2008-12-16 13:57:22,14
phrase_260,site_164,2008-12-24 12:23:36,82
phrase_471,site_92,2008-09-17 12:38:59,18
phrase_34,site_65,2008-09-07 19:37:10,21
phrase_90,site_143,2008-10-20 16:18:02,9
phrase_203,site_1,2008-12-12 13:31:39,49
phrase_405,site_162,2008-11-18 02:34:46,21
phrase_475,site_166,2008-12-30 10:37:18,28
phrase_158,site_31,2008-11-29 19:04:37,47
phrase_405,site_106,2008-12-21 02:13:14,84
phrase_105,site_130,2008-10-07 21:29:45,67
phrase_147,site_141,2008-12-24 15:02:01,92
phrase_418,site_1,2008-12-28 16:54:30,28
phrase_26,site_132,2008-09-15 02:37:47,1
phrase_216,site_96,2008-10-07 21:18:25,2
phrase_478,site_157,2008-10-04 06:42:02,49
phrase_171,site_153,2008-12-04 05:03:07,78
phrase_433,site_181,2008-11-25 00:29:35,16
phrase_187,site_54,2008-09-21 08:39:46,20
phrase_190,site_4,2008-11-23 09:09:18,1
phrase_44,site_69,2008-12-21 21:36:24,69
phrase_317,site_29,2008-12-04 08:18:30,68
phrase_322,site_123,2008-10-20 09:38:48,39
phrase_126,site_143,2008-10-19 22:01:33,12
phrase_106,site_116,2008-10-20 21:51:22,71
phrase_29,site_161,2008-11-24 17:42:58,69
phrase_304,site_100,2008-12-22 14:56:56,73
phrase_487,site_90,2008-12-16 22:38:11,47
phrase_206,site_65,2008-11-03 14:10:05,95
phrase_321,site_133,2008-10-08 02:38:55,22
phrase_296,site_108,2008-12-14 12:32:01,76
phrase_69,site_132,2008-11-16 21:02:05,56
phrase_112,site_121,2008-12-29 01:59:28,2
phrase_443,site_31,2008-09-14 12:47:16,45
phrase_185,site_158,2008-09-02 02:02:24,4
phrase_464,site_47,2008-11-08 10:26:20,97
phrase_47,site_111,2008-12-11 06:31:08,45
phrase_314,site_64,2008-10-08 15:22:47,51
phrase_297,site_145,2008-12-13 23:18:05,28
phrase_454,site_9,2008-10-26 19:15:07,83
phrase_261,site_195,2008-11-18 18:24:26,12
phrase_133,site_123,2008-09-08 06:18:31,29
phrase_155,site_175,2008-11-10 03:54:48,3
phrase_193,site_70,2008-11-08 01:58:40,57
phrase_438,site_182,2008-09-02 03:54:49,94
phrase_347,site_66,2008-10-01 17:23:13,89
phrase_166,site_200,2008-09-09 17:18:32,66
phrase_241,site_135,2008-12-11 09:12:27,80
phrase_498,site_141,2008-09-15 16:15:08,10
phrase_27,site_159,2008-09-10 20:36:00,18
phrase_105,site_182,2008-12-19 00:42:41,27
phrase_370,site_107,2008-11-18 19:18:19,47
phrase_172,site_94,2008-11-10 19:11:06,44
phrase_87,site_200,2008-12-13 13:08:59,4
phrase_355,site_51,2008-12-27 02:56:30,79
phrase_222,site_114,2008-12-25 20:33:47,23
phrase_475,site_10,2008-12-14 03:42:50,16
phrase_193,site_150,2008-12-15 05:57:56,6
phrase_32,site_154,2008-09-11 14:00:05,17
phrase_352,site_150,2008-10-23 09:29:17,56
phrase_459,site_120,2008-09-22 19:55:46,62
phrase_281,site_53,2008-10-17 00:42:17,86
phrase_33,site_12,2008-12-25 06:31:28,99
phrase_423,site_149,2008-11-26 00:26:47,65
phrase_94,site_8,2008-12-18 17:58:32,22
phrase_363,site_162,2008-10-03 16:15:32,39
phrase_87,site_154,2008-10-18 11:50:42,56
phrase_420,site_183,2008-10-05 08:53:19,61
phrase_409,site_199,2008-11-14 10:59:32,7
phrase_432,site_130,2008-11-02 22:41:59,24
phrase_493,site_64,2008-12-17 12:53:49,46
phrase_134,site_125,2008-11-07 16:41:41,29
phrase_53,site_7,2008-10-18 04:46:22,62
phrase_11,site_49,2008-11-05 04:51:39,62
phrase_398,site_48,2008-11-04 02:02:03,55
phrase_152,site_120,2008-09-14 11:25:34,42
phrase_391,site_193,2008-09-26 14:20:39,57
phrase_367,site_186,2008-09-17 15:35:50,84
phrase_5,site_190,2008-11-30 21:42:23,60
phrase_82,site_182,2008-10-18 15:23:44,26
phrase_259,site_166,2008-10-20 01:23:13,51
phrase_193,site_94,2008-09-28 13:57:03,19
phrase_363,site_136,2008-12-01 19:59:58,80
phrase_452,site_139,2008-09-03 08:22:22,59
phrase_365,site_114,2008-09-18 21:17:24,56
phrase_459,site_160,2008-11-08 02:48:19,51
phrase_485,site_168,2008-10-30 19:28:07,51
phrase_132,site_146,2008-10-07 20:20:57,76
phrase_109,site_13,2008-11-04 05:00:59,19
phrase_155,site_166,2008-09-06 18:19:44,58
phrase_265,site_55,2008-11-26 04:44:51,72
phrase_305,site_138,2008-09-11 07:31:27,71
phrase_279,site_50,2008-12-28 04:27:55,75
phrase_414,site_123,2008-12-04 08:33:15,94
phrase_206,site_170,2008-12-03 15:37:41,94
phrase_486,site_67,2008-12-26 18:00:37,4
phrase_490,site_8,2008-11-16 20:02:02,27
phrase_392,site_182,2008-12-21 03:23:32,18
phrase_416,site_69,2008-09-17 06:24:56,41
phrase_451,site_7,2008-11-04 10:49:31,68
phrase_35,site_64,2008-11-29 00:42:38,56
phrase_339,site_90,2008-10-08 21:29:01,49
phrase_130,site_41,2008-10-18 00:34:33,2
phrase_145,site_49,2008-11-04 15:36:18,56
phrase_176,site_24,2008-12-13 06:20:36,26
phrase_215,site_146,2008-11-30 07:50:22,19
phrase_201,site_84,2008-12-17 22:00:30,60
phrase_463,site_129,2008-10-13 01:03:38,50
phrase_43,site_169,2008-10-25 00:18:37,87
phrase_341,site_180,2008-11-18 22:56:41,45
phrase_81,site_169,2008-10-27 18:08:16,58
phrase_187,site_85,2008-11-15 07:07:11,43
phrase_21,site_77,2008-09-05 13:14:08,33
phrase_352,site_134,2008-09-16 11:31:55,70
phrase_143,site_193,2008-11-13 00:10:50,6
phrase_169,site_122,2008-11-10 00:38:19,54
phrase_314,site_197,2008-10-16 06:24:01,64
phrase_2,site_189,2008-09-07 19:25:36,20
phrase_165,site_13,2008-12-14 00:13:22,68
phrase_9,site_26,2008-09-28 19:33:22,27
phrase_325,site_55,2008-10-21 05:47:43,53
phrase_498,site_196,2008-10-05 18:34:44,71
phrase_187,site_77,2008-09-26 13:46:04,49
phrase_114,site_154,2008-10-19 02:45:37,98
phrase_423,site_130,2008-11-04 11:39:27,72
phrase_100,site_60,2008-09-21 15:41:42,77
phrase_54,site_92,2008-09-12 22:27:36,74
phrase_231,site_113,2008-10-31 23:54:59,18
phrase_462,site_152,2008-10-22 22:37:08,13
phrase_24,site_151,2008-09-10 05:34:52,75
phrase_294,site_54,2008-12-08 17:56:16,7
phrase_463,site_125,2008-12-17 22:33:51,81
phrase_150,site_17,2008-09-04 07:44:24,70
phrase_48,site_82,2008-11-21 11:57:53,22
phrase_230,site_172,2008-11-04 10:43:13,74
phrase_396,site_188,2008-10-26 01:55:18,66
phrase_239,site_67,2008-12-20 19:58:26,42
phrase_315,site_38,2008-12-26 11:21:10,34
phrase_270,site_181,2008-09-26 01:09:12,73
phrase_326,site_28,2008-10-07 19:38:27,94
phrase_397,site_59,2008-10-14 11:01:27,19
phrase_214,site_59,2008-11-07 10:56:55,90
phrase_431,site_76,2008-12-26 19:43:29,1
phrase_26,site_78,2008-12-22 21:19:16,75
phrase_447,site_180,2008-10-28 12:39:34,44
phrase_320,site_1,2008-10-18 05:38:01,19
phrase_318,site_135,2008-12-10 17:40:17,77
phrase_83,site_111,2008-12-23 02:27:14,71
phrase_396,site_154,2008-11-05 14:07:18,21
phrase_22,site_101,2008-11-11 21:18:30,95
phrase_397,site_142,2008-10-15 12:14:12,54
phrase_232,site_58,2008-12-11 09:58:57,81
phrase_117,site_60,2008-11-12 18:28:08,59
phrase_123,site_198,2008-09-22 01:50:39,53
phrase_298,site_181,2008-10-11 01:24:37,53
phrase_66,site_198,2008-10-21 14:07:15,86
phrase_164,site_139,2008-11-24 08:13:28,88
phrase_112,site_165,2008-11-08 03:27:15,24
phrase_94,site_29,2008-09-15 21:47:11,64
phrase_86,site_84,2008-09-06 06:58:28,72
phrase_334,site_25,2008-09-17 18:46:17,93
phrase_40,site_69,2008-12-13 09:04:08,2
phrase_116,site_6,2008-09-05 00:22:42,4
phrase_61,site_84,2008-09-17 13:41:29,63
phrase_278,site_84,2008-10-19 22:30:55,47
phrase_145,site_191,2008-09-03 13:02:39,99
phrase_160,site_158,2008-12-25 13:05:16,52
phrase_250,site_194,2008-11-03 16:00:08,26
phrase_432,site_119,2008-12-05 08:54:06,83
phrase_56,site_120,2008-10-22 09:58:59,63
phrase_59,site_72,2008-11-24 13:08:02,9
phrase_68,site_127,2008-11-18 20:04:48,60
phrase_254,site_194,2008-10-22 18:00:26,26
phrase_312,site_63,2008-12-28 04:41:01,46
phrase_8,site_152,2008-09-28 07:04:03,59
phrase_435,site_61,2008-11-21 16:50:28,70
phrase_243,site_33,2008-11-11 12:43:38,38
phrase_347,site_39,2008-11-29 08:58:02,33
phrase_329,site_55,2008-12-09 16:06:39,35
phrase_432,site_88,2008-09-26 20:39:11,27
phrase_332,site_165,2008-12-04 22:29:07,4
phrase_173,site_36,2008-10-30 16:16:06,13
phrase_318,site_176,2008-11-07 16:00:06,48
phrase_330,site_121,2008-09-11 02:23:41,82
phrase_254,site_128,2008-10-20 08:07:39,22
phrase_60,site_4,2008-12-02 14:05:36,41
phrase_58,site_156,2008-10-16 21:15:45,57
phrase_486,site_37,2008-09-24 01:53:46,15
phrase_351,site_142,2008-10-16 08:21:37,33
phrase_270,site_48,2008-10-17 09:53:46,49
phrase_452,site_159,2008-09-10 18:12:14,15
phrase_393,site_34,2008-11-08 17:15:05,88
phrase_356,site_158,2008-10-24 10:09:41,46
phrase_493,site_121,2008-11-04 06:09:26,56
phrase_49,site_87,2008-10-25 12:20:44,41
phrase_161,site_76,2008-10-20 01:12:55,41
phrase_495,site_120,2008-11-04 09:22:22,2
phrase_253,site_76,2008-10-31 04:11:35,75
phrase_118,site_194,2008-09-03 16:08:25,22
phrase_184,site_97,2008-09-16 13:51:50,38
phrase_326,site_179,2008-11-12 14:39:40,43
phrase_276,site_139,2008-11-26 22:36:27,90
phrase_480,site_92,2008-10-18 17:57:46,64
phrase_484,site_147,2008-09-07 15:28:35,1
phrase_357,site_176,2008-12-23 00:15:44,89
phrase_476,site_175,2008-09-13 00:16:32,70
phrase_27,site_80,2008-09-16 08:16:40,22
phrase_376,site_77,2008-12-06 19:37:53,64
phrase_377,site_94,2008-11-03 20:27:55,85
phrase_61,site_19,2008-10-11 11:16:50,7
phrase_38,site_15,2008-10-23 19:04:27,97
phrase_9,site_171,2008-12-24 18:57:39,66
phrase_388,site_41,2008-12-17 07:41:30,5
phrase_309,site_6,2008-10-13 22:51:57,8
phrase_483,site_148,2008-11-27 10:42:22,42
phrase_220,site_156,2008-10-10 03:57:23,50
phrase_409,site_65,2008-09-09 08:53:04,59
phrase_142,site_40,2008-10-07 00:05:52,22
phrase_430,site_200,2008-12-02 01:15:43,43
phrase_82,site_156,2008-11-26 11:59:06,25
phrase_288,site_88,2008-09-14 02:55:21,44
phrase_294,site_80,2008-09-02 01:05:21,11
phrase_379,site_66,2008-10-31 08:18:20,5
phrase_79,site_18,2008-12-01 13:01:32,84
phrase_78,site_149,2008-10-21 19:03:00,47
phrase_421,site_66,2008-11-16 12:23:58,90
phrase_388,site_127,2008-11-22 01:34:20,5
phrase_332,site_93,2008-10-23 17:10:54,59
phrase_416,site_55,2008-12-21 20:39:46,11
phrase_479,site_175,2008-11-03 04:07:11,33
phrase_466,site_66,2008-11-10 05:53:14,85
phrase_262,site_95,2008-12-22 23:17:32,24
phrase_196,site_10,2008-09-20 20:49:38,73
phrase_264,site_115,2008-11-02 22:38:34,74
phrase_45,site_132,2008-10-21 05:21:24,39
phrase_103,site_173,2008-11-25 05:31:11,80
phrase_211,site_109,2008-10-17 16:28:16,3
phrase_486,site_132,2008-11-19 01:22:24,84
phrase_228,site_40,2008-09-04 07:58:46,4
phrase_262,site_115,2008-10-27 17:47:42,53
phrase_171,site_162,2008-10-15 08:14:19,80
phrase_128,site_30,2008-09-18 08:24:14,19
phrase_124,site_85,2008-11-23 03:30:28,82
phrase_428,site_39,2008-12-03 19:31:32,12
phrase_237,site_11,2008-12-18 13:52:09,34
phrase_429,site_3,2008-12-27 05:16:56,98
phrase_142,site_179,2008-09-10 21:56:46,52
phrase_85,site_2,2008-10-12 19:52:17,23
phrase_295,site_49,2008-09-08 02:55:42,80
phrase_396,site_196,2008-11-19 23:42:22,27
phrase_27,site_88,2008-10-05 11:41:11,64
phrase_354,site_90,2008-11-28 02:03:25,34
phrase_246,site_52,2008-10-30 09:17:36,26
phrase_228,site_171,2008-12-13 12:14:07,94
phrase_404,site_83,2008-10-12 08:04:26,31
phrase_103,site_3,2008-09-27 23:58:40,2
phrase_426,site_123,2008-09-06 23:41:27,28
phrase_136,site_134,2008-10-15 04:38:02,7
phrase_124,site_23,2008-12-03 03:25:41,6
phrase_112,site_134,2008-11-07 14:11:54,38
phrase_102,site_13,2008-11-01 15:17:18,25
phrase_221,site_90,2008-09-02 20:59:21,92
phrase_291,site_21,2008-12-12 18:34:10,88
phrase_424,site_181,2008-10-25 22:34:27,38
phrase_412,site_161,2008-10-29 17:14:53,62
phrase_144,site_53,2008-09-19 08:29:27,32
phrase_242,site_132,2008-10-28 03:20:19,49
phrase_134,site_125,2008-11-08 04:19:46,11
phrase_7,site_40,2008-11-30 11:51:02,15
phrase_250,site_139,2008-11-04 16:37:57,7
phrase_306,site_17,2008-09-03 18:37:53,23
phrase_380,site_44,2008-10-08 05:09:26,77
phrase_425,site_181,2008-11-27 00:54:49,94
phrase_336,site_6,2008-11-26 13:14:41,56
phrase_487,site_101,2008-12-07 16:29:02,60
phrase_170,site_148,2008-10-08 02:12:35,34
phrase_412,site_87,2008-09-03 05:03:40,57
phrase_304,site_151,2008-11-14 20:55:48,71
phrase_9,site_145,2008-10-11 04:48:59,34
phrase_202,site_22,2008-11-13 12:18:34,63
phrase_197,site_152,2008-11-23 22:39:17,16
phrase_381,site_17,2008-12-04 21:07:23,13
phrase_8,site_108,2008-09-11 08:20:04,3
phrase_482,site_187,2008-11-14 18:22:21,68
phrase_379,site_149,2008-10-26 03:46:55,48
phrase_324,site_13,2008-09-18 14:51:22,53
phrase_473,site_59,2008-10-11 05:21:15,53
phrase_401,site_51,2008-12-22 23:30:24,64
phrase_336,site_129,2008-11-09 02:09:19,39
phrase_105,site_89,2008-10-25 21:31:49,37
phrase_12,site_6,2008-09-06 21:16:58,52
phrase_464,site_129,2008-10-19 01:27:44,39
phrase_315,site_184,2008-11-06 07:49:36,70
phrase_482,site_67,2008-09-07 21:12:13,16
phrase_49,site_9,2008-11-04 14:48:48,29
phrase_477,site_194,2008-09-09 01:44:44,92
phrase_465,site_9,2008-11-03 20:41:39,23
phrase_297,site_95,2008-12-23 06:03:55,70
phrase_385,site_157,2008-10-09 03:10:32,75
phrase_313,site_54,2008-11-13 22:51:13,5
phrase_459,site_121,2008-11-21 05:48:57,18
phrase_134,site_148,2008-11-16 05:02:21,36
phrase_381,site_105,2008-09-08 22:36:19,34
phrase_144,site_5,2008-09-06 04:52:11,95
phrase_120,site_64,2008-10-29 04:53:37,81
phrase_132,site_56,2008-09-24 02:51:55,32
phrase_318,site_14,2008-10-06 17:55:52,33
phrase_218,site_183,2008-10-08 16:43:40,72
phrase_236,site_27,2008-11-22 11:32:53,37
phrase_86,site_120,2008-11-13 19:32:55,53
phrase_144,site_117,2008-10-10 21:36:46,30
phrase_158,site_100,2008-12-02 03:32:50,53
phrase_448,site_156,2008-12-05 18:35:45,46
phrase_465,site_72,2008-09-21 18:34:20,68
phrase_334,site_17,2008-09-06 10:56:21,29
phrase_89,site_94,2008-10-31 18:15:56,24
phrase_480,site_101,2008-10-28 00:05:36,29
phrase_430,site_133,2008-10-07 16:08:08,38
phrase_33,site_50,2008-11-24 05:40:50,4
phrase_334,site_190,2008-09-20 17:00:17,88
phrase_323,site_120,2008-10-20 00:53:37,56
phrase_395,site_23,2008-09-06 04:08:59,74
phrase_244,site_97,2008-11-16 19:25:38,23
phrase_34,site_124,2008-12-01 07:46:03,78
phrase_79,site_1,2008-10-23 05:59:34,71
phrase_140,site_96,2008-12-25 12:01:45,66
phrase_270,site_152,2008-10-13 09:56:43,7
phrase_299,site_73,2008-10-25 12:13:53,46
phrase_102,site_58,2008-09-27 13:50:09,54
phrase_104,site_168,2008-11-18 10:02:05,100
phrase_229,site_69,2008-09-21 13:55:25,30
phrase_25,site_40,2008-11-19 02:06:24,83
phrase_473,site_4,2008-11-27 20:49:49,70
phrase_40,site_33,2008-09-06 00:32:51,25
phrase_277,site_33,2008-11-25 12:49:00,68
phrase_98,site_200,2008-09-28 02:03:35,81
phrase_463,site_162,2008-10-28 12:07:06,51
phrase_462,site_48,2008-10-17 20:30:46,94
phrase_439,site_21,2008-12-15 08:23:15,52
phrase_116,site_199,2008-12-28 10:51:50,80
phrase_330,site_15,2008-09-06 23:34:55,71
phrase_170,site_189,2008-09-22 00:46:28,98
phrase_494,site_34,2008-11-29 01:01:01,97
phrase_456,site_141,2008-11-06 17:20:38,59
phrase_288,site_189,2008-10-13 08:46:19,3
phrase_290,site_170,2008-09-15 18:45:22,98
phrase_393,site_104,2008-09-01 00:37:02,42
phrase_307,site_133,2008-10-16 07:17:46,66
phrase_442,site_153,2008-11-12 15:13:09,74
phrase_163,site_43,2008-10-11 01:29:27,35
phrase_479,site_126,2008-10-13 13:07:58,82
phrase_350,site_34,2008-11-18 01:48:46,54
phrase_83,site_72,2008-11-06 05:17:29,62
phrase_359,site_114,2008-12-01 13:19:02,5
phrase_49,site_163,2008-09-20 02:51:31,96
phrase_113,site_45,2008-09-17 15:05:08,4
phrase_287,site_91,2008-10-27 09:43:00,25
phrase_196,site_178,2008-10-05 10:47:27,45
phrase_227,site_170,2008-09-19 22:09:12,16
phrase_216,site_27,2008-11-17 05:19:55,2
phrase_450,site_117,2008-09-17 18:31:01,21
